2026-05-15 14:09:41,781 [INFO] ────────────────────────────────────────────────────────────
2026-05-15 14:09:41,783 [INFO] retag started  |  mode=DRY RUN
2026-05-15 14:29:07,428 [INFO] [41/141] 2ce476c0-526a-4022-9922-e52b668be308 [raw]: subject_tags ['culture', 'education', 'event', 'sports'] → ['Education', 'Event', 'In-person', 'Open to All', 'Sociology'] | target_group ['open_to_all'] → ['Open to All']
2026-05-15 14:29:11,153 [INFO] [42/141] 155fa667-c2ba-4e58-b9c5-380f3feb4261 [raw]: subject_tags ['education', 'event', 'sports'] → ['Community Development', 'Education', 'Event', 'In-person', 'Open to All'] | target_group ['open_to_all'] → ['Open to All']
2026-05-15 14:29:14,358 [INFO] [43/141] c848a9de-3dcc-4d70-b073-cf50185de37f [raw]: subject_tags ['business', 'leadership', 'seminar'] → ['Event', 'In-person', 'Management', 'Open to All', 'Project Management'] | target_group ['null'] → []
2026-05-15 14:29:18,113 [INFO] [44/141] 665b1de6-53e6-48d1-acf3-f42f2a03a521 [raw]: subject_tags ['education', 'history', 'leadership', 'technology'] → ['Education', 'Event', 'In-person', 'Management', 'Open to All', 'Project Management', 'Public Policy'] | target_group ['open_to_all'] → ['Open to All']
2026-05-15 14:29:21,379 [INFO] [45/141] c0ff5afe-cad4-44df-863d-f67b06704ff8 [raw]: subject_tags ['null'] → ['Event', 'In-person', 'Open to All'] | target_group ['null'] → []
2026-05-15 14:29:24,226 [INFO] [46/141] 3cbc191a-738c-4d2e-970c-86ca3d9ca3dd [raw]: subject_tags ['education', 'event', 'seminar', 'training'] → ['Education', 'Event', 'In-person', 'Open to All'] | target_group ['open_to_all'] → ['Open to All']
2026-05-15 14:29:28,029 [INFO] [47/141] 1f405f71-26c5-4bcc-b882-fd1994dd09a0 [raw]: subject_tags ['community', 'event', 'internship', 'leadership'] → ['Event', 'Human Resources', 'In-person', 'Internship', 'Public Policy', 'Undergraduate', 'Youth (Under 18)'] | target_group ['cambodians_only', 'university_students', 'youth'] → ['Undergraduate', 'Youth (Under 18)']
2026-05-15 14:29:33,181 [INFO] [48/141] 285f878f-4d5f-40c2-91fe-e5b079e9f4ee [raw]: subject_tags ['community', 'event', 'media'] → ['Community Organizing', 'Event', 'Event Planning', 'In-person', 'Open to All'] | target_group ['open_to_all'] → ['Open to All']
2026-05-15 14:29:37,970 [INFO] [49/141] ae499cb6-f633-4c7b-a084-73296706853a [raw]: subject_tags ['event', 'scholarship', 'study_abroad'] → ['Education', 'Event', 'In-person', 'Youth (Under 18)'] | target_group ['cambodians_only', 'youth'] → ['Youth (Under 18)']
2026-05-15 14:29:41,723 [INFO] [50/141] b0d0bfeb-9020-4e54-8ede-6e6822ddf39b [raw]: subject_tags ['education', 'event', 'study_abroad'] → ['Education', 'Event', 'Exchange Program', 'In-person', 'Undergraduate', 'Youth (Under 18)'] | target_group ['university_students', 'youth'] → ['Undergraduate', 'Youth (Under 18)']
2026-05-15 14:29:44,539 [INFO] [51/141] ce32e07f-8516-4e8c-89c4-471ed414b6c8 [raw]: subject_tags ['education', 'study abroad'] → ['Education', 'Event', 'In-person', 'Open to All'] | target_group ['students'] → []
2026-05-15 14:29:48,679 [INFO] [52/141] 51ab3e24-f994-4142-a074-2874961ae758 [raw]: subject_tags ['education', 'event', 'media', 'scholarship'] → ['Education', 'Event', 'Film & Media', 'In-person', 'Youth (Under 18)'] | target_group ['cambodians_only', 'youth'] → ['Youth (Under 18)']
2026-05-15 14:29:51,513 [INFO] [53/141] 2a161a61-ee93-4a41-b170-2a84fa6fd4f4 [raw]: subject_tags ['education', 'event', 'study abroad'] → ['Education', 'Event', 'In-person', 'Youth (Under 18)'] | target_group ['cambodians_only', 'youth'] → ['Youth (Under 18)']
2026-05-15 14:29:55,204 [INFO] [54/141] d14665d5-a322-44a1-8626-95da5fee89db [raw]: subject_tags ['internship', 'job'] → ['Human Resources', 'In-person', 'Internship', 'Logistics & Supply Chain', 'Management', 'Marketing', 'Online', 'Open to All', 'Professional', 'Recent Graduate'] | target_group ['null'] → []
2026-05-15 14:29:58,781 [INFO] [55/141] b08340ca-c158-4259-9e8e-dc3503184071 [raw]: subject_tags ['business', 'internship', 'job'] → ['E-commerce', 'Human Resources', 'In-person', 'Internship', 'Logistics & Supply Chain', 'Management', 'Marketing', 'Project Management', 'Tourism & Hospitality', 'Undergraduate'] | target_group ['cambodians_only', 'university_students'] → ['Undergraduate']
2026-05-15 14:30:02,021 [INFO] [56/141] 3886f10f-cba9-4d28-9e8e-642a476442ec [desc]: subject_tags ['internship'] → ['Civil Engineering', 'Human Resources', 'In-person', 'Internship', 'Management', 'Marketing', 'Marketing & Social Media', 'Project Management', 'Undergraduate'] | target_group ['university_students'] → ['Undergraduate']
2026-05-15 14:30:04,907 [INFO] [57/141] eeef3ae1-6efc-41b3-b185-8626acb42553 [raw]: subject_tags ['business', 'internship'] → ['Accounting', 'In-person', 'Internship', 'Undergraduate'] | target_group ['cambodians_only', 'university_students'] → ['Undergraduate']
2026-05-15 14:30:08,123 [INFO] [58/141] f2aa38bc-f92a-4820-b7b0-ceb34aabd168 [raw]: subject_tags ['business', 'internship', 'technology'] → ['AI & Machine Learning', 'In-person', 'Internship', 'UI/UX Design', 'Youth (Under 18)'] | target_group ['youth'] → ['Youth (Under 18)']
2026-05-15 14:30:11,401 [INFO] [59/141] 8ccad02c-5a5e-4cda-b4a8-d6442f87cfa8 [raw]: subject_tags ['internship', 'leadership', 'training'] → ['In-person', 'Internship', 'Management', 'Marketing & Social Media', 'Undergraduate', 'Youth (Under 18)'] | target_group ['cambodians_only', 'university_students', 'youth'] → ['Undergraduate', 'Youth (Under 18)']
2026-05-15 14:30:14,941 [INFO] [60/141] f24aeb36-09d5-4b4a-89e7-3843a57cfddd [raw]: subject_tags ['business', 'internship', 'job'] → ['In-person', 'Internship', 'Logistics & Supply Chain', 'Management', 'Recent Graduate', 'Youth (Under 18)'] | target_group ['graduates', 'youth'] → ['Recent Graduate', 'Youth (Under 18)']
2026-05-15 14:30:18,092 [INFO] [61/141] 05390df2-715e-4437-9799-7c28a606bc88 [raw]: subject_tags ['business', 'internship', 'technology'] → ['In-person', 'Internship', 'Management', 'Marketing', 'Software Development', 'Youth (Under 18)'] | target_group ['youth'] → ['Youth (Under 18)']
2026-05-15 14:30:21,037 [INFO] [62/141] e475cfe1-724a-4b0c-a82f-1dbd9c8ce84d [raw]: subject_tags ['business', 'internship', 'marketing', 'media', 'technology'] → ['Accounting', 'Human Resources', 'In-person', 'Internship', 'Marketing', 'Software Development', 'Youth (Under 18)'] | target_group ['cambodians_only', 'youth'] → ['Youth (Under 18)']
2026-05-15 14:30:26,584 [INFO] [63/141] b747595b-7fd0-4f36-a9db-0d987f634295 [raw]: subject_tags ['communications', 'internship', 'media'] → ['Human Resources', 'In-person', 'Internship', 'Marketing', 'Open to All', 'Postgraduate', 'Professional', 'Public Speaking', 'Recent Graduate', 'Undergraduate', 'Writing & Translation'] | target_group ['cambodians_only'] → []
2026-05-15 14:30:29,454 [INFO] [64/141] 8317c017-8899-47b4-b45e-4a11ff95e251 [raw]: subject_tags ['business', 'job', 'technology'] → ['In-person', 'Internship', 'Management', 'Marketing & Social Media', 'Mobile Development', 'Open to All', 'Professional', 'Project Management', 'Public Speaking', 'Recent Graduate', 'Software Development', 'Undergraduate', 'Web Development'] | target_group ['cambodians_only'] → []
2026-05-15 14:30:32,488 [INFO] [65/141] d03bc7a6-b48f-4237-be9f-9f3f5515ccdc [raw]: subject_tags ['arts', 'competition', 'design'] → ['Competition & Hackathon', 'Graphic Design', 'Marketing & Social Media', 'Online', 'Open to All'] | target_group ['open_to_all'] → ['Open to All']
2026-05-15 14:30:37,323 [INFO] [66/141] 1f31e961-73a7-487f-bbd5-1f887ff2c086 [raw]: subject_tags ['business', 'course', 'entrepreneurship', 'leadership'] → ['Course', 'Entrepreneurship', 'Hybrid', 'Management', 'Project Management', 'Youth (Under 18)'] | target_group ['cambodians_only', 'youth'] → ['Youth (Under 18)']
2026-05-15 14:30:40,172 [INFO] [67/141] b199ddc2-041e-4c01-8b35-e0273f261e78 [raw]: subject_tags ['education', 'event', 'scholarship'] → ['Education', 'Event', 'High School Student', 'Online', 'Undergraduate', 'Youth (Under 18)'] | target_group ['cambodians_only', 'high_school', 'university_students', 'youth'] → ['High School Student', 'Undergraduate', 'Youth (Under 18)']
2026-05-15 14:30:43,021 [INFO] [68/141] c5c8c505-0c51-4411-a056-a2956b0fa3f3 [raw]: subject_tags ['education', 'event', 'seminar', 'technology'] → ['Education', 'Event', 'In-person', 'Undergraduate', 'Youth (Under 18)'] | target_group ['university_students', 'youth'] → ['Undergraduate', 'Youth (Under 18)']
2026-05-15 14:30:46,436 [INFO] [69/141] a9e2013c-daaa-4e44-a38e-83d3c3f25c42 [raw]: subject_tags ['consultation', 'education'] → ['Education', 'Event', 'In-person', 'Undergraduate', 'Youth (Under 18)'] | target_group ['university_students', 'youth'] → ['Undergraduate', 'Youth (Under 18)']
2026-05-15 14:30:49,773 [INFO] [70/141] a41da5bc-8de1-4675-98b6-74dd2b94ed7b [raw]: subject_tags ['education', 'event', 'scholarship', 'seminar'] → ['Education', 'Event', 'In-person', 'Open to All'] | target_group ['open_to_all'] → ['Open to All']
2026-05-15 14:30:53,134 [INFO] [71/141] 3d3a1ba2-1cb2-4569-990e-b4695f51c42c [raw]: subject_tags ['education'] → ['Event', 'Online', 'Open to All'] | target_group ['null'] → []
2026-05-15 14:30:55,956 [INFO] [72/141] 1a0bc340-23e7-4f73-a423-8911865bf9a8 [raw]: subject_tags ['education'] → ['Event', 'High School Student', 'In-person'] | target_group ['high_school'] → ['High School Student']
2026-05-15 14:31:00,525 [INFO] [73/141] 7299ddca-5574-48b1-ab37-a1e51e952bb0 [raw]: subject_tags [] → ['Event', 'In-person', 'Open to All']
2026-05-15 14:31:04,006 [INFO] [74/141] 09e4f0ec-81fa-4e2f-9203-1f343c3f8f2e [raw]: subject_tags ['arts', 'competition', 'education', 'geography', 'history', 'mathematics', 'scholarship', 'science'] → ['Data & Mathematics', 'Education', 'Event Planning', 'Fellowship', 'In-person', 'Science', 'Youth (Under 18)'] | target_group ['cambodians_only', 'youth'] → ['Youth (Under 18)']
2026-05-15 14:31:07,331 [INFO] [75/141] 8ac78755-4b59-4a45-ba29-2a78cc7a89e2 [desc]: subject_tags ['community', 'education', 'leadership', 'volunteer'] → ['Community Development', 'Education', 'In-person', 'Marketing & Social Media', 'Project Management', 'Volunteering', 'Youth (Under 18)'] | target_group ['youth'] → ['Youth (Under 18)']
2026-05-15 14:31:11,212 [INFO] [76/141] ffd0dee1-7822-4cdf-a6a6-fbf32002a767 [desc]: subject_tags ['media', 'technology'] → ['Film & Media', 'Graphic Design', 'In-person', 'Internship', 'Marketing', 'Marketing & Social Media', 'Professional', 'Recent Graduate', 'Undergraduate', 'Web Development'] | target_group ['null'] → []
2026-05-15 14:31:13,900 [INFO] [77/141] 3f4689c0-c059-42c0-b826-26b463297865 [desc]: subject_tags ['business', 'communication', 'marketing', 'media'] → ['In-person', 'Internship', 'Marketing', 'Marketing & Social Media', 'Open to All'] | target_group ['null'] → []
2026-05-15 14:31:17,813 [INFO] [78/141] 9ef8d337-1b64-4254-85a7-f37ba69a2bd5 [raw]: subject_tags ['business', 'innovation', 'leadership', 'media', 'volunteer', 'youth'] → ['Community Organizing', 'Event Planning', 'Hybrid', 'Marketing & Social Media', 'Project Management', 'Volunteering', 'Youth (Under 18)'] | target_group ['cambodians_only', 'youth'] → ['Youth (Under 18)']
2026-05-15 14:31:20,867 [INFO] [79/141] 8c04c9ba-9dc1-4769-9c69-66b9350f7b03 [raw]: subject_tags ['education', 'event', 'youth'] → ['Community Organizing', 'Education', 'Event', 'In-person', 'Youth (Under 18)'] | target_group ['youth'] → ['Youth (Under 18)']
2026-05-15 14:31:24,617 [INFO] [80/141] f4ab7758-c644-435c-bd6c-f0ce267e1dc4 [desc]: subject_tags ['community', 'leadership', 'training', 'youth'] → ['Community Organizing', 'Event Planning', 'Hybrid', 'Internship', 'Management', 'Open to All', 'Project Management', 'Youth (Under 18)'] | target_group ['cambodians_only', 'youth'] → ['Youth (Under 18)']
2026-05-15 14:31:27,675 [INFO] [81/141] c45baf40-c24c-4072-b23e-cd403689233f [raw]: subject_tags ['education', 'leadership', 'media'] → ['Community Development', 'Education', 'Event', 'In-person', 'Open to All', 'Public Speaking'] | target_group ['open_to_all'] → ['Open to All']
2026-05-15 14:31:30,516 [INFO] [82/141] 7b66f510-f3c6-4c46-8f10-ae7579345444 [desc]: subject_tags ['education', 'media', 'training'] → ['Course', 'Film & Media', 'In-person', 'Marketing & Social Media', 'Photography & Videography', 'Youth (Under 18)'] | target_group ['youth'] → ['Youth (Under 18)']
2026-05-15 14:31:35,473 [INFO] [83/141] d6ab379d-cc6d-4ddc-848a-e66b53272d67 [raw]: subject_tags ['education', 'event', 'seminar'] → ['Education', 'Event', 'In-person', 'Youth (Under 18)'] | target_group ['cambodians_only', 'youth'] → ['Youth (Under 18)']
2026-05-15 14:31:38,223 [INFO] [84/141] 2f61baf8-c1e2-4ed8-986f-23a08dd26020 [raw]: subject_tags ['education'] → ['Event', 'In-person', 'Youth (Under 18)'] | target_group ['youth'] → ['Youth (Under 18)']
2026-05-15 14:31:42,424 [INFO] [85/141] f244a87d-721f-4d56-91d4-612354b6dc7f [raw]: subject_tags ['education'] → ['Event', 'In-person', 'Youth (Under 18)'] | target_group ['youth'] → ['Youth (Under 18)']
2026-05-15 14:31:46,202 [INFO] [86/141] 1da4dbab-08f2-478c-8f3b-2dc805a0d248 [desc]: subject_tags ['competition', 'education', 'scholarship'] → ['Education', 'Event', 'Fellowship', 'Open to All', 'Undergraduate'] | target_group ['university_students'] → ['Undergraduate']
2026-05-15 14:31:49,456 [INFO] [87/141] 38fad048-2121-46a5-9166-be996f65a9b5 [raw]: subject_tags ['data', 'environment'] → ['Data & Mathematics', 'Environment & Sustainability', 'Event', 'In-person', 'Open to All'] | target_group ['open_to_all'] → ['Open to All']
2026-05-15 14:31:52,596 [INFO] [88/141] bd941e6a-ff3c-4b4b-83f3-20bb73f3d49d [raw]: subject_tags ['course', 'education'] → ['Education', 'Event', 'Online', 'Undergraduate', 'Youth (Under 18)'] | target_group ['university_students', 'youth'] → ['Undergraduate', 'Youth (Under 18)']
2026-05-15 14:31:56,090 [INFO] [89/141] d30a9418-20d4-421f-86c5-e73c2244446c [raw]: subject_tags ['education', 'scholarship'] → ['Education', 'Event', 'Fellowship', 'In-person', 'Youth (Under 18)'] | target_group ['cambodians_only', 'youth'] → ['Youth (Under 18)']
2026-05-15 14:31:58,899 [INFO] [90/141] 522e770a-2682-4514-8e00-e20fe3fc342f [raw]: subject_tags ['education', 'event'] → ['Education', 'Event', 'In-person', 'Undergraduate', 'Youth (Under 18)'] | target_group ['university_students', 'youth'] → ['Undergraduate', 'Youth (Under 18)']
2026-05-15 14:32:01,878 [INFO] [91/141] 1dc97592-bef5-471a-9c48-0be92c2ca168 [raw]: subject_tags ['community', 'education', 'event'] → ['Education', 'Event', 'In-person', 'Marketing & Social Media', 'Open to All'] | target_group ['cambodians_only'] → []
2026-05-15 14:32:04,649 [INFO] [92/141] 5a09c818-e9d4-4c1d-ac07-bdf9b18ae115 [raw]: subject_tags ['education', 'event'] → ['Education', 'Event', 'In-person', 'Youth (Under 18)'] | target_group ['youth'] → ['Youth (Under 18)']
2026-05-15 14:32:07,902 [INFO] [93/141] 31ac6b64-a740-4d65-bcb4-7fc40adb2cfe [raw]: subject_tags ['education', 'event', 'scholarship'] → ['Education', 'Event', 'Exchange Program', 'In-person', 'Undergraduate', 'Youth (Under 18)'] | target_group ['university_students', 'youth'] → ['Undergraduate', 'Youth (Under 18)']
2026-05-15 14:32:10,999 [INFO] [94/141] 2d2188fc-3010-4b05-8998-716c8a11562c [raw]: subject_tags ['competition', 'education'] → ['Education', 'Event', 'In-person', 'Project Management', 'Undergraduate'] | target_group ['cambodians_only'] → []
2026-05-15 14:32:13,771 [INFO] [95/141] 4c2162cb-43a0-473d-847c-747de72842e8 [raw]: subject_tags ['competition', 'education'] → ['Education', 'Event', 'In-person', 'Youth (Under 18)'] | target_group ['youth'] → ['Youth (Under 18)']
2026-05-15 14:32:16,633 [INFO] [96/141] 1d72f286-b100-404d-b10f-a694021f3fde [raw]: subject_tags ['competition', 'education'] → ['Education', 'Event', 'In-person', 'Youth (Under 18)'] | target_group ['cambodians_only', 'youth'] → ['Youth (Under 18)']
2026-05-15 14:32:20,758 [INFO] [97/141] 51d1c9f4-bed3-4838-a21e-59ceb7dec605 [raw]: subject_tags ['competition', 'scholarship'] → ['Competition & Hackathon', 'High School Student', 'Online', 'Undergraduate'] | target_group ['high_school', 'university_students'] → ['High School Student', 'Undergraduate']
2026-05-15 14:32:23,508 [INFO] [98/141] 3cb7e401-8158-4ba6-af91-7db1e8f01a53 [raw]: subject_tags ['education'] → ['Event', 'In-person', 'Open to All'] | target_group ['null'] → []
2026-05-15 14:32:26,744 [INFO] [99/141] 411e896b-0b86-42ac-8f72-1282c97c3267 [raw]: subject_tags ['competition', 'education'] → ['Event', 'In-person', 'Youth (Under 18)'] | target_group ['cambodians_only', 'students'] → []
2026-05-15 14:32:29,567 [INFO] [100/141] 2cfa9ba1-f10a-4601-9f22-7489c61ea3f3 [raw]: subject_tags ['competition', 'education'] → ['Education', 'Event', 'Online', 'Youth (Under 18)'] | target_group ['cambodians_only', 'youth'] → ['Youth (Under 18)']
2026-05-15 14:32:32,330 [INFO] [101/141] c437e7a5-db1c-44af-bdc7-b492dfbb286d [raw]: subject_tags ['education', 'event', 'technology'] → ['Data & Mathematics', 'Event', 'Online', 'Open to All'] | target_group ['open_to_all'] → ['Open to All']
2026-05-15 14:32:36,207 [INFO] [102/141] 7279ca7e-209e-48c3-918b-0ac3cadae235 [desc]: subject_tags ['education', 'leadership', 'scholarship'] → ['Education', 'Fellowship', 'Online', 'Undergraduate', 'Youth (Under 18)'] | target_group ['university_students', 'youth'] → ['Undergraduate', 'Youth (Under 18)']
2026-05-15 14:32:39,124 [INFO] [103/141] 5bf96ea0-a696-4099-9f81-53e61f0b23a8 [raw]: subject_tags ['community', 'leadership', 'youth'] → ['Community Organizing', 'Event', 'In-person', 'Project Management', 'Public Speaking', 'Youth (Under 18)'] | target_group ['cambodians_only', 'youth'] → ['Youth (Under 18)']
2026-05-15 14:32:41,834 [INFO] [104/141] 3a7fd9a8-3811-43a7-b2d4-84fca1204ead [desc]: subject_tags ['education'] → ['Education', 'Event', 'In-person', 'Undergraduate'] | target_group ['university_students'] → ['Undergraduate']
2026-05-15 14:32:45,002 [INFO] [105/141] 21cbfbfb-5630-4676-afb0-c8c226dc0288 [raw]: subject_tags ['business', 'event', 'innovation', 'science', 'technology'] → ['E-commerce', 'Event', 'In-person', 'Management', 'Marketing & Social Media', 'Open to All', 'Public Policy'] | target_group ['open_to_all'] → ['Open to All']
2026-05-15 14:32:48,351 [INFO] [106/141] 682fc773-a6df-4033-97d5-35dc6e927e6d [raw]: subject_tags ['business', 'technology', 'workshop'] → ['Course', 'E-commerce', 'Entrepreneurship', 'In-person', 'Marketing', 'Open to All'] | target_group ['business'] → []
2026-05-15 14:32:51,225 [INFO] [107/141] 3ebe7395-4d3a-4413-92f7-193c1d57394b [raw]: subject_tags ['course', 'education', 'event', 'internship', 'scholarship', 'technology'] → ['AI & Machine Learning', 'Cybersecurity', 'Data & Mathematics', 'Education', 'Event', 'In-person', 'Professional', 'Recent Graduate', 'Undergraduate'] | target_group ['graduates', 'professionals', 'university_students'] → ['Professional', 'Recent Graduate', 'Undergraduate']
2026-05-15 14:32:54,090 [INFO] [108/141] e9b69922-23b4-494c-af02-6703757498bc [raw]: subject_tags ['course', 'technology', 'training'] → ['Cloud Computing', 'Course', 'In-person', 'Professional', 'Project Management', 'Recent Graduate', 'Software Development', 'Undergraduate', 'Web Development'] | target_group ['null'] → []
2026-05-15 14:32:56,859 [INFO] [109/141] fae99347-44fc-4d9a-b070-b958e16f106b [raw]: subject_tags ['agriculture', 'business', 'entrepreneurship', 'event', 'technology', 'training'] → ['Agriculture', 'Entrepreneurship', 'Event', 'In-person', 'Undergraduate'] | target_group ['university_students'] → ['Undergraduate']
2026-05-15 14:32:59,873 [INFO] [110/141] e0baa97f-ad82-4da4-bbbb-f3c64e865169 [raw]: subject_tags ['bootcamp', 'business', 'technology', 'training'] → ['Course', 'Entrepreneurship', 'Management', 'Online', 'Youth (Under 18)'] | target_group ['cambodians_only', 'youth'] → ['Youth (Under 18)']
2026-05-15 14:33:02,878 [INFO] [111/141] 38c939ca-6a68-4113-8ed0-8583458e3113 [raw]: subject_tags ['business', 'event', 'startup', 'technology'] → ['Entrepreneurship', 'Environment & Sustainability', 'Event', 'Hybrid', 'Management', 'Project Management', 'Youth (Under 18)'] | target_group ['cambodians_only', 'youth'] → ['Youth (Under 18)']
2026-05-15 14:33:05,990 [INFO] [112/141] e3d52be0-d9b3-4087-9449-29dddf439b3d [raw]: subject_tags ['community', 'education', 'training'] → ['Course', 'Education', 'Entrepreneurship', 'In-person', 'Undergraduate'] | target_group ['university_students'] → ['Undergraduate']
2026-05-15 14:33:09,920 [INFO] [113/141] 1815e205-1057-4842-a382-d8493cf97107 [raw]: subject_tags ['education', 'event'] → ['Education', 'Event', 'Online', 'Undergraduate', 'Youth (Under 18)'] | target_group ['university_students', 'youth'] → ['Undergraduate', 'Youth (Under 18)']
2026-05-15 14:33:12,850 [INFO] [114/141] fe474b16-bd72-4413-b55c-b77dad143356 [desc]: subject_tags ['business', 'community', 'internship'] → ['Human Resources', 'In-person', 'Internship', 'Management', 'Marketing', 'Undergraduate'] | target_group ['university_students'] → ['Undergraduate']
2026-05-15 14:33:16,331 [INFO] [115/141] e3e30db4-a48a-422d-a61a-ff23a88f0693 [raw]: subject_tags ['education', 'scholarship'] → ['Education', 'Exchange Program', 'Online', 'Youth (Under 18)'] | target_group ['youth'] → ['Youth (Under 18)']
2026-05-15 14:33:19,471 [INFO] [116/141] 06f65cc4-8e8c-4f0f-93b5-1b0e4ab94956 [raw]: subject_tags ['competition', 'education'] → ['Education', 'Event', 'High School Student', 'Online', 'Undergraduate', 'Youth (Under 18)'] | target_group ['cambodians_only'] → []
2026-05-15 14:33:22,496 [INFO] [117/141] 68caaf36-be1e-4127-97d5-040691b298ff [raw]: subject_tags ['course', 'education'] → ['Course', 'Education', 'Online', 'Open to All'] | target_group ['null'] → []
2026-05-15 14:33:25,644 [INFO] [118/141] 202487a2-6541-41a9-ba57-3018f05c4ad2 [raw]: subject_tags ['bootcamp', 'business', 'community', 'entrepreneurship', 'technology'] → ['Course', 'Entrepreneurship', 'In-person', 'Management', 'Youth (Under 18)'] | target_group ['cambodians_only', 'youth'] → ['Youth (Under 18)']
2026-05-15 14:33:28,470 [INFO] [119/141] 428b3eff-71fd-4521-87a6-e8e4a479c9c2 [raw]: subject_tags ['community', 'education', 'event', 'history'] → ['Community Development', 'Education', 'Event', 'Event Planning', 'In-person', 'Journalism', 'Open to All', 'Public Speaking', 'Social Work', 'Sociology'] | target_group ['open_to_all'] → ['Open to All']
2026-05-15 14:33:31,281 [INFO] [120/141] 008097d1-d019-4467-b649-61edb150c6b0 [raw]: subject_tags ['education'] → ['Education', 'Event', 'In-person', 'Undergraduate'] | target_group ['university_students'] → ['Undergraduate']
2026-05-15 14:33:34,581 [INFO] [121/141] d30f398a-7521-4e29-b078-df400ecd3564 [desc]: subject_tags ['business', 'internship'] → ['Human Resources', 'In-person', 'Internship', 'Undergraduate'] | target_group ['cambodians_only', 'university_students'] → ['Undergraduate']
2026-05-15 14:33:37,861 [INFO] [122/141] 0008584f-ea1a-44af-8518-4f728bbe1bc9 [raw]: subject_tags ['internship'] → ['Human Resources', 'In-person', 'Internship', 'Management', 'Recent Graduate', 'Undergraduate'] | target_group ['graduates', 'university_students'] → ['Recent Graduate', 'Undergraduate']
2026-05-15 14:33:40,683 [INFO] [123/141] 83316931-c886-41be-acba-40fa7245b2bc [raw]: subject_tags ['event', 'history', 'media'] → ['Community Development', 'Education', 'Event', 'Event Planning', 'Film & Media', 'In-person', 'Journalism', 'Open to All', 'Public Policy', 'Social Work', 'Sociology'] | target_group ['open_to_all'] → ['Open to All']
2026-05-15 14:33:45,341 [INFO] [124/141] 88401fb3-ae0a-4641-8300-89404f8e241b [desc]: subject_tags ['agriculture', 'business', 'community', 'youth'] → ['Agriculture', 'Community Development', 'Entrepreneurship', 'Event', 'In-person', 'Project Management', 'Youth (Under 18)'] | target_group ['cambodians_only', 'youth'] → ['Youth (Under 18)']
2026-05-15 14:33:49,186 [INFO] [125/141] aa0da991-f525-4512-bd0c-a31eb5fa329c [desc]: subject_tags [] → ['Course', 'High School Student', 'Online', 'Software Development', 'Web Development', 'Youth (Under 18)']
2026-05-15 14:33:52,126 [INFO] [126/141] e4be5a73-d734-4fb8-8fcc-2b652141320d [desc]: subject_tags [] → ['Course', 'High School Student', 'Online', 'Software Development', 'Web Development', 'Youth (Under 18)']
2026-05-15 14:33:55,653 [INFO] [127/141] 77a1d5e4-11aa-4c55-bedc-e4011792808f [raw]: subject_tags ['course', 'technology'] → ['AI & Machine Learning', 'Cloud Computing', 'Course', 'In-person', 'Software Development', 'Youth (Under 18)'] | target_group ['youth'] → ['Youth (Under 18)']
2026-05-15 14:33:59,579 [INFO] [128/141] 833714c5-31b6-4dcf-bebc-48b07f1f75a7 [raw]: subject_tags ['agriculture', 'business', 'community', 'training', 'youth'] → ['Agriculture', 'Community Development', 'Entrepreneurship', 'Event', 'In-person', 'Project Management', 'Youth (Under 18)'] | target_group ['community', 'youth'] → ['Youth (Under 18)']
2026-05-15 14:34:02,750 [INFO] [129/141] a846339b-3135-4e66-ab58-4ec465de8f38 [raw]: subject_tags ['agriculture', 'business', 'community', 'event', 'training'] → ['Agriculture', 'Community Development', 'Entrepreneurship', 'Event', 'In-person', 'Project Management', 'Undergraduate', 'Youth (Under 18)'] | target_group ['cambodians_only', 'university_students', 'youth'] → ['Undergraduate', 'Youth (Under 18)']
2026-05-15 14:34:05,956 [INFO] [130/141] ba5f3c3c-b8cc-4fca-94f2-f062fa0884da [raw]: subject_tags ['business', 'event', 'innovation', 'technology'] → ['AI & Machine Learning', 'Data & Mathematics', 'Entrepreneurship', 'Environment & Sustainability', 'Event', 'In-person', 'Open to All', 'Project Management', 'Software Development', 'Web Development'] | target_group ['open_to_all'] → ['Open to All']
2026-05-15 14:34:09,027 [INFO] [131/141] 0966f2e6-13cb-4b65-83ea-84a8d1923a24 [raw]: subject_tags ['government', 'internship', 'technology'] → ['In-person', 'Internship', 'Management', 'Open to All', 'Software Development'] | target_group ['null'] → []
2026-05-15 14:34:12,481 [INFO] [132/141] 0e4c02c3-f991-43a8-a010-335344368637 [raw]: subject_tags ['course', 'education', 'job', 'technology'] → ['Course', 'Data & Mathematics', 'Online', 'Professional', 'Project Management', 'Recent Graduate', 'Software Development', 'Undergraduate', 'Web Development'] | target_group ['graduates', 'professionals', 'university_students'] → ['Professional', 'Recent Graduate', 'Undergraduate']
2026-05-15 14:34:15,817 [INFO] [133/141] 318482d6-f3cf-4dd1-bced-bb3d75acc944 [raw]: subject_tags ['community', 'event', 'leadership', 'volunteer', 'youth'] → ['Community Organizing', 'Event', 'In-person', 'Public Speaking', 'Volunteering', 'Youth (Under 18)'] | target_group ['youth'] → ['Youth (Under 18)']
2026-05-15 14:34:18,493 [INFO] [134/141] 925b8260-3952-4edb-9406-75e27aa56462 [raw]: subject_tags ['community', 'internship', 'media', 'research'] → ['In-person', 'Internship', 'Journalism', 'Recent Graduate', 'Undergraduate', 'Writing & Translation'] | target_group ['cambodians_only'] → []
